iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
851	243	287	243	340	243	287	340
852	243	287	243	340	243	287	340
853	243	287	243	340	243	287	340
854	243	287	243	340	243	287	340
855	243	287	243	340	243	287	340
856	243	287	243	340	243	287	340
857	243	287	243	340	243	287	340
858	243	287	243	340	243	287	340
859	244	288	244	340	244	288	340
860	244	288	244	340	244	288	340
861	244	288	244	340	244	288	340
862	244	288	244	340	244	288	340
863	244	288	244	340	244	288	340
864	244	288	244	340	244	288	340
865	244	288	244	340	244	288	340
866	244	288	244	340	244	288	340
867	244	288	244	340	244	288	340
868	244	288	244	340	244	288	340
869	244	288	244	340	244	288	340
870	244	288	244	340	244	288	340
871	244	288	244	340	244	288	340
872	244	287	244	340	244	287	340
873	244	287	244	340	244	287	340
874	244	287	244	340	244	287	340
875	244	287	244	340	244	287	340
876	244	287	244	340	244	287	340
877	244	287	244	340	244	287	340
878	244	288	244	340	244	288	340
879	244	288	244	340	244	288	340
880	244	288	244	340	244	288	340
881	244	288	244	340	244	288	340
882	244	288	244	340	244	288	340
883	244	288	244	340	244	288	340
884	244	288	244	340	244	288	340
885	244	288	244	340	244	288	340
886	244	288	244	340	244	288	340
887	244	286	244	340	244	286	340
888	244	288	244	340	244	288	340
889	244	287	244	340	244	287	340
890	244	287	244	340	244	287	340
891	244	286	244	340	244	286	340
892	244	286	244	340	244	286	340
893	244	286	244	340	244	286	340
894	244	286	244	340	244	286	340
895	244	286	244	340	244	286	340
896	244	286	244	340	244	286	340
897	244	286	244	340	244	286	340
898	244	286	244	340	244	286	340
899	244	286	244	340	244	286	340
900	244	286	244	340	244	286	340
901	244	286	244	340	244	286	340
902	244	286	244	340	244	286	340
903	244	287	244	340	244	287	340
904	244	287	244	340	244	287	340
905	244	285	244	340	244	285	340
906	244	285	244	340	244	285	340
907	244	285	244	340	244	285	340
908	244	285	244	340	244	285	340
909	244	285	244	340	244	285	340
910	244	285	244	340	244	285	340
911	244	285	244	340	244	285	340
912	244	285	244	340	244	285	340
913	244	285	244	340	244	285	340
914	244	284	244	340	244	284	340
915	244	284	244	340	244	284	340
916	244	284	244	340	244	284	340
917	244	284	244	340	244	284	340
918	244	284	244	340	244	284	340
919	244	284	244	340	244	284	340
920	244	283	244	340	244	283	340
921	244	283	244	340	244	283	340
922	244	283	244	340	244	283	340
923	244	283	244	340	244	283	340
924	244	283	244	340	244	283	340
925	244	283	244	340	244	283	340
926	244	283	244	340	244	283	340
927	244	282	244	340	244	282	340
928	244	282	244	340	244	282	340
929	244	282	244	340	244	282	340
930	244	282	244	340	244	282	340
931	244	282	244	340	244	282	340
932	244	283	244	340	244	283	340
933	244	283	244	340	244	283	340
934	244	283	244	340	244	283	340
935	244	282	244	340	244	282	340
936	244	281	244	340	244	281	340
937	244	281	244	340	244	281	340
938	244	281	244	340	244	281	340
939	244	281	244	340	244	281	340
940	244	281	244	340	244	281	340
941	244	281	244	340	244	281	340
942	244	282	244	340	244	282	340
943	244	283	244	340	244	283	340
944	244	283	244	340	244	283	340
945	244	283	244	340	244	283	340
946	244	283	244	340	244	283	340
947	244	283	244	340	244	283	340
948	244	282	244	340	244	282	340
949	244	283	244	340	244	283	340
950	244	283	244	340	244	283	340
951	244	283	244	340	244	283	340
952	244	283	244	340	244	283	340
953	244	283	244	340	244	283	340
954	244	282	244	340	244	282	340
955	244	282	244	340	244	282	340
956	244	282	244	340	244	282	340
957	244	282	244	340	244	282	340
958	244	282	244	340	244	282	340
959	244	282	244	340	244	282	340
960	244	283	244	340	244	283	340
961	244	282	244	340	244	282	340
962	244	282	244	340	244	282	340
963	244	282	244	340	244	282	340
964	244	282	244	340	244	282	340
965	244	282	244	340	244	282	340
966	244	282	244	340	244	282	340
967	244	282	244	340	244	282	340
968	244	282	244	340	244	282	340
969	244	282	244	340	244	282	340
970	244	282	244	340	244	282	340
971	244	282	244	340	244	282	340
972	244	282	244	340	244	282	340
973	244	282	244	340	244	282	340
974	244	282	244	340	244	282	340
975	244	282	244	340	244	282	340
976	244	281	244	340	244	281	340
977	244	281	244	340	244	281	340
978	244	281	244	340	244	281	340
979	244	281	244	340	244	281	340
980	244	281	244	340	244	281	340
981	244	281	244	340	244	281	340
982	244	281	244	340	244	281	340
983	244	281	244	340	244	281	340
984	244	281	244	340	244	281	340
985	244	281	244	340	244	281	340
986	244	281	244	340	244	281	340
987	244	281	244	340	244	281	340
988	244	281	244	340	244	281	340
989	244	281	244	340	244	281	340
990	244	281	244	340	244	281	340
991	244	281	244	340	244	281	340
992	244	281	244	340	244	281	340
993	244	281	244	340	244	281	340
994	244	281	244	340	244	281	340
995	244	280	244	340	244	280	340
996	244	280	244	340	244	280	340
997	244	280	244	340	244	280	340
998	244	280	244	340	244	280	340
999	244	280	244	340	244	280	340
