iter	Logloss	Accuracy
885	0.3133235017	0.8886389201
886	0.3132961712	0.8886389201
887	0.3131331511	0.8886389201
888	0.3130808693	0.8886389201
889	0.3130507905	0.8886389201
890	0.3129736507	0.8886389201
891	0.3129192312	0.8886389201
892	0.3128069665	0.8886389201
893	0.3126336269	0.8886389201
894	0.3125532949	0.8886389201
895	0.3124855975	0.8886389201
896	0.3123760727	0.8886389201
897	0.3123007524	0.8886389201
898	0.3122175009	0.8886389201
899	0.3120256578	0.8886389201
900	0.3119179915	0.8886389201
901	0.3117288618	0.8886389201
902	0.3117244268	0.8886389201
903	0.3115078616	0.8886389201
904	0.3114637864	0.8886389201
905	0.3110654794	0.8886389201
906	0.3110180532	0.8886389201
907	0.3109574175	0.8886389201
908	0.3108162916	0.8886389201
909	0.3107200999	0.8886389201
910	0.3105690701	0.8886389201
911	0.3105287783	0.8886389201
912	0.3104394686	0.8886389201
913	0.3103596433	0.8886389201
914	0.3103235972	0.8886389201
915	0.3101059433	0.8897637795
916	0.310067978	0.8897637795
917	0.3097735587	0.8908886389
918	0.3096013985	0.8908886389
919	0.3095092468	0.8908886389
920	0.3093607744	0.8908886389
921	0.3093236268	0.8908886389
922	0.3091644804	0.8908886389
923	0.3091470625	0.8908886389
924	0.30906198	0.8908886389
925	0.3089581873	0.8908886389
926	0.308786848	0.8908886389
927	0.3087828756	0.8908886389
928	0.3087194768	0.8908886389
929	0.3086770999	0.8908886389
930	0.3085412722	0.8908886389
931	0.3084273051	0.8908886389
932	0.3082387492	0.8908886389
933	0.3081943498	0.8908886389
934	0.3081618918	0.8908886389
935	0.3079352257	0.8908886389
936	0.3077726328	0.8908886389
937	0.3076095623	0.8908886389
938	0.3075294123	0.8908886389
939	0.3074882754	0.8908886389
940	0.307381206	0.8908886389
941	0.307246387	0.8908886389
942	0.3070608359	0.8908886389
943	0.3069241705	0.8908886389
944	0.3068089741	0.8908886389
945	0.3067577607	0.8908886389
946	0.3066709027	0.8908886389
947	0.3066125571	0.8908886389
948	0.3064351428	0.8908886389
949	0.3063902866	0.8908886389
950	0.3063042633	0.8908886389
951	0.3061728928	0.8908886389
952	0.3060067161	0.8908886389
953	0.3059985683	0.8908886389
954	0.3058530016	0.8908886389
955	0.3057929098	0.8908886389
956	0.3057400964	0.8908886389
957	0.3055572974	0.8908886389
958	0.3055147525	0.8908886389
959	0.3054226477	0.8908886389
960	0.3053924094	0.8908886389
961	0.3051655448	0.8920134983
962	0.3051020903	0.8920134983
963	0.3050032835	0.8920134983
964	0.3049266242	0.8920134983
965	0.3048593885	0.8920134983
966	0.3047221123	0.8920134983
967	0.3046389508	0.8931383577
968	0.3042763604	0.8931383577
969	0.3042696923	0.8931383577
970	0.3042546178	0.8931383577
971	0.3042054256	0.8931383577
972	0.3041206519	0.8931383577
973	0.3039598842	0.8942632171
974	0.3037559498	0.8942632171
975	0.3036415999	0.8942632171
976	0.3035577613	0.8942632171
977	0.303460078	0.8942632171
978	0.3033365925	0.8942632171
979	0.3031264558	0.8942632171
980	0.3029957063	0.8942632171
981	0.3029231528	0.8942632171
982	0.3028933821	0.8942632171
983	0.3028736681	0.8942632171
984	0.302765782	0.8942632171
985	0.3027087218	0.8942632171
986	0.3026086428	0.8942632171
987	0.3025248422	0.8942632171
988	0.3023980258	0.8942632171
989	0.3022704031	0.8942632171
990	0.3021677253	0.8942632171
991	0.3020691889	0.8942632171
992	0.3018401579	0.8942632171
993	0.3016934165	0.8953880765
994	0.3015785505	0.8953880765
995	0.3013905899	0.8953880765
996	0.3012514269	0.8953880765
997	0.3011681745	0.8953880765
998	0.3010422975	0.8953880765
999	0.3009630045	0.8953880765
