iter	Logloss	Accuracy
182	0.4138290265	0.8323959505
183	0.4133374231	0.8323959505
184	0.4127998557	0.8323959505
185	0.4124478813	0.8323959505
186	0.4124357012	0.8323959505
187	0.4121673334	0.8323959505
188	0.4117138648	0.8323959505
189	0.4111654675	0.8323959505
190	0.4108447948	0.8323959505
191	0.4103272893	0.8323959505
192	0.4100022805	0.8323959505
193	0.4097464226	0.8323959505
194	0.4094645312	0.8323959505
195	0.4090872263	0.8323959505
196	0.4088850159	0.8323959505
197	0.4086286289	0.8323959505
198	0.4080996892	0.8323959505
199	0.4080905617	0.8323959505
200	0.4077993445	0.8323959505
201	0.407497449	0.8323959505
202	0.4070770369	0.8323959505
203	0.4066980629	0.8346456693
204	0.4064506034	0.8346456693
205	0.4061983425	0.8357705287
206	0.4058540578	0.8357705287
207	0.4056298756	0.8357705287
208	0.4052155115	0.8357705287
209	0.4051568874	0.8357705287
210	0.404954886	0.8357705287
211	0.4047564207	0.8357705287
212	0.4046513915	0.8357705287
213	0.404182563	0.8357705287
214	0.4039569126	0.8357705287
215	0.4034823122	0.8357705287
216	0.4033283296	0.8368953881
217	0.4033126931	0.8368953881
218	0.4029558958	0.8368953881
219	0.4027323382	0.8368953881
220	0.4025334304	0.8368953881
221	0.4021731003	0.8380202475
222	0.4019434117	0.8380202475
223	0.4013250727	0.8380202475
224	0.4011911128	0.8380202475
225	0.400758831	0.8380202475
226	0.4005564353	0.8380202475
227	0.4003510309	0.8380202475
228	0.4000269331	0.8380202475
229	0.3999720096	0.8380202475
230	0.3996293767	0.8380202475
231	0.3993586112	0.8380202475
232	0.3990400705	0.8380202475
233	0.3988948389	0.8380202475
234	0.3987317575	0.8380202475
235	0.3985350463	0.8380202475
236	0.3979661104	0.8380202475
237	0.3978227522	0.8380202475
238	0.3974494702	0.8380202475
239	0.3971952158	0.8380202475
240	0.3968120866	0.8380202475
241	0.3967905524	0.8380202475
242	0.3966415693	0.8380202475
243	0.3964299113	0.8380202475
244	0.396327333	0.8380202475
245	0.3960214705	0.8380202475
246	0.3957371474	0.8380202475
247	0.3952395847	0.8380202475
248	0.3948100155	0.8380202475
249	0.3946170384	0.8380202475
250	0.3945494878	0.8380202475
251	0.3943165634	0.8391451069
252	0.3939767917	0.8402699663
253	0.3936825647	0.8402699663
254	0.3934256596	0.8402699663
255	0.3931645065	0.8402699663
256	0.3930058444	0.8402699663
257	0.3928253467	0.8413948256
258	0.3927020988	0.8413948256
259	0.3924598474	0.8402699663
260	0.3922690032	0.8413948256
261	0.3919505224	0.8413948256
262	0.3917829552	0.8413948256
263	0.391610408	0.8413948256
264	0.3913608182	0.8413948256
265	0.3911427827	0.8413948256
266	0.3904304076	0.8413948256
267	0.390262894	0.8413948256
268	0.3902237476	0.8413948256
269	0.3899499306	0.842519685
270	0.3898218214	0.8447694038
271	0.3897417815	0.8447694038
272	0.3895842358	0.8458942632
273	0.3894182223	0.8447694038
274	0.3893593186	0.8447694038
275	0.3892218691	0.842519685
276	0.3890319662	0.8447694038
277	0.3888899678	0.8458942632
278	0.3886228251	0.8458942632
279	0.3884143672	0.8458942632
280	0.3883669406	0.8458942632
281	0.3882558352	0.8458942632
282	0.3881258798	0.8458942632
283	0.3879078273	0.8458942632
284	0.3878409061	0.8470191226
285	0.3878187006	0.8470191226
286	0.3876830123	0.8470191226
287	0.3874859266	0.8470191226
288	0.3871818896	0.8470191226
289	0.3868658427	0.8470191226
290	0.3866255777	0.848143982
291	0.3864334296	0.848143982
292	0.3862923409	0.848143982
293	0.3860951012	0.848143982
294	0.3860638967	0.848143982
295	0.3858197415	0.848143982
296	0.3857170964	0.848143982
297	0.3856521457	0.848143982
298	0.3854158572	0.848143982
299	0.3853799683	0.848143982
300	0.3852848489	0.848143982
301	0.3850173951	0.848143982
302	0.3847215988	0.848143982
303	0.3845774473	0.848143982
304	0.3842468493	0.848143982
305	0.3838864739	0.848143982
306	0.3836634402	0.848143982
307	0.3835290001	0.848143982
308	0.3832294006	0.8492688414
309	0.3830666854	0.8492688414
310	0.3830340301	0.8492688414
311	0.3827341578	0.8503937008
312	0.3824130554	0.8515185602
313	0.3822061785	0.8503937008
314	0.3821384819	0.8492688414
315	0.3820818729	0.8492688414
316	0.3817975464	0.8515185602
317	0.3817321964	0.8515185602
318	0.3816801321	0.8503937008
319	0.3815650323	0.8503937008
320	0.3814545606	0.8503937008
321	0.3812705746	0.8515185602
322	0.3808407397	0.8515185602
323	0.3805781623	0.8526434196
324	0.3804902612	0.8515185602
325	0.3804815486	0.8515185602
326	0.3804301577	0.8515185602
327	0.3804295892	0.8515185602
328	0.380145874	0.8526434196
329	0.379940491	0.8515185602
330	0.3797310698	0.8515185602
331	0.3793965865	0.8515185602
332	0.3792044147	0.8515185602
333	0.3791646213	0.8515185602
334	0.3790069542	0.8515185602
335	0.3787664396	0.8515185602
336	0.3786131213	0.8515185602
337	0.3786126615	0.8515185602
338	0.3784798416	0.8515185602
339	0.3782861024	0.8515185602
340	0.3782288075	0.8515185602
341	0.3779315633	0.8515185602
342	0.3778453572	0.8515185602
343	0.3777399132	0.8515185602
344	0.3774823285	0.8515185602
345	0.377282437	0.8515185602
346	0.3770352069	0.8515185602
347	0.376913477	0.8526434196
348	0.3767205428	0.8526434196
349	0.3766210716	0.8526434196
350	0.3761979835	0.853768279
351	0.3759356149	0.8548931384
352	0.3758576975	0.853768279
353	0.3756788792	0.853768279
354	0.3754653448	0.853768279
355	0.3752686103	0.853768279
356	0.3751944588	0.8526434196
357	0.3750029895	0.8526434196
358	0.3748562261	0.853768279
359	0.3747688573	0.853768279
360	0.3746494246	0.853768279
361	0.3746281277	0.853768279
362	0.374471512	0.853768279
363	0.3741939899	0.853768279
364	0.373903302	0.853768279
365	0.3737711255	0.853768279
366	0.3737196284	0.853768279
367	0.3734663558	0.8548931384
368	0.3731678606	0.853768279
369	0.372902181	0.853768279
370	0.3728046579	0.853768279
371	0.3726329137	0.853768279
372	0.3723709215	0.853768279
373	0.3721628743	0.853768279
374	0.371822729	0.8560179978
375	0.3716953259	0.8560179978
376	0.3715812336	0.8560179978
377	0.371526417	0.8560179978
378	0.3713125763	0.8560179978
379	0.3711776699	0.8560179978
380	0.371156688	0.8560179978
381	0.3711360354	0.8560179978
382	0.3709255806	0.8560179978
383	0.3706552943	0.8560179978
384	0.3703175761	0.8560179978
385	0.3701665241	0.8560179978
386	0.3698848642	0.8560179978
387	0.3696527474	0.8560179978
388	0.3696427958	0.8560179978
389	0.3695609314	0.8560179978
390	0.3694059249	0.8560179978
391	0.3690136435	0.8560179978
392	0.3688982905	0.8560179978
393	0.368586065	0.8560179978
394	0.3685574384	0.8560179978
395	0.3683344839	0.8560179978
396	0.3682366265	0.8560179978
397	0.3679735567	0.8560179978
398	0.3679104286	0.8560179978
399	0.3679103395	0.8560179978
400	0.3678342585	0.8571428571
401	0.3675431243	0.8571428571
402	0.3671571192	0.8571428571
403	0.3669875603	0.8571428571
404	0.3668882091	0.8571428571
405	0.3667488307	0.8571428571
406	0.3666560409	0.8571428571
407	0.3664840192	0.8571428571
408	0.3663287374	0.8571428571
409	0.366176293	0.8571428571
410	0.3660761474	0.8571428571
411	0.3660426862	0.8571428571
412	0.3658623174	0.8571428571
413	0.3658307933	0.8571428571
414	0.3658063646	0.8571428571
415	0.3655723061	0.8582677165
416	0.3654839458	0.8582677165
417	0.3654249901	0.8582677165
418	0.3651154673	0.8582677165
419	0.3650511009	0.8582677165
420	0.3650510793	0.8582677165
421	0.364965572	0.8582677165
422	0.3649101433	0.8582677165
423	0.364813911	0.8582677165
424	0.3645788262	0.8582677165
425	0.3644476056	0.8582677165
426	0.3642859518	0.8582677165
427	0.3642153695	0.8582677165
428	0.3641622072	0.8582677165
429	0.3639967324	0.8582677165
430	0.3637871751	0.8582677165
431	0.3636601545	0.8582677165
432	0.363640304	0.8582677165
433	0.3635845484	0.8582677165
434	0.3633402907	0.8582677165
435	0.36318436	0.8582677165
436	0.3630520221	0.8582677165
437	0.3629466299	0.8582677165
438	0.3628844234	0.8582677165
439	0.3628774956	0.8582677165
440	0.3626421714	0.8582677165
441	0.3624940579	0.8582677165
442	0.3623638953	0.8582677165
443	0.3621422057	0.8582677165
444	0.3621415927	0.8582677165
445	0.3620365398	0.8582677165
446	0.3618190686	0.8582677165
447	0.3617196251	0.8582677165
448	0.361454184	0.8582677165
449	0.3613655495	0.8582677165
450	0.3612678734	0.8582677165
451	0.3611945376	0.8582677165
452	0.3610608857	0.8582677165
453	0.3607245788	0.8582677165
454	0.3607245718	0.8582677165
455	0.3606550588	0.8582677165
456	0.3606293248	0.8582677165
457	0.3603557655	0.8593925759
458	0.3602157198	0.8593925759
459	0.3599772998	0.8593925759
460	0.3598587553	0.8593925759
461	0.3596910504	0.8593925759
462	0.3596046035	0.8593925759
463	0.3592270649	0.8593925759
464	0.3591505301	0.8593925759
465	0.3590936473	0.8593925759
466	0.3590184481	0.8593925759
467	0.3587054495	0.8593925759
468	0.3586759896	0.8593925759
469	0.358322604	0.8593925759
470	0.3583224389	0.8593925759
471	0.3581940275	0.8593925759
472	0.3581009106	0.8593925759
473	0.3579104213	0.8593925759
474	0.3577499201	0.8593925759
475	0.3575057209	0.8593925759
476	0.3573494961	0.8593925759
477	0.357295726	0.8593925759
478	0.3572893239	0.8593925759
479	0.3570518434	0.8593925759
480	0.3569469789	0.8593925759
481	0.3569357987	0.8593925759
482	0.3568498277	0.8593925759
483	0.3567336297	0.8593925759
484	0.3567051577	0.8593925759
485	0.3567024592	0.8593925759
486	0.3566064931	0.8593925759
487	0.3565667455	0.8593925759
488	0.356445913	0.8605174353
489	0.3561401291	0.8605174353
490	0.3561366458	0.8605174353
491	0.3560518155	0.8605174353
492	0.3559837476	0.8605174353
493	0.3558873457	0.8605174353
494	0.3557316098	0.8605174353
495	0.3555861438	0.8616422947
496	0.3554457653	0.8616422947
497	0.355284326	0.8616422947
498	0.3551499703	0.8605174353
499	0.3550626425	0.8605174353
500	0.3550114087	0.8605174353
501	0.3548641681	0.8605174353
502	0.3547057224	0.8605174353
503	0.3546334494	0.8616422947
504	0.3546334486	0.8616422947
505	0.3545062427	0.8616422947
506	0.3544453634	0.8616422947
507	0.3544223637	0.8616422947
508	0.3543996467	0.8616422947
509	0.3543703603	0.8616422947
510	0.3542425361	0.8616422947
511	0.3540494368	0.8627671541
512	0.3539649506	0.8616422947
513	0.3539043882	0.8616422947
514	0.3538834872	0.8616422947
515	0.3537858222	0.8616422947
516	0.3536915993	0.8616422947
517	0.3535641562	0.8627671541
518	0.3534742639	0.8627671541
519	0.3534336798	0.8627671541
520	0.3532473909	0.8638920135
521	0.3531308048	0.8638920135
522	0.3531132069	0.8638920135
523	0.3530728783	0.8638920135
524	0.3530703572	0.8638920135
525	0.3529814802	0.8638920135
526	0.3528635879	0.8638920135
527	0.3528057766	0.8638920135
528	0.3526188046	0.8650168729
529	0.352597599	0.8650168729
530	0.3525943914	0.8650168729
531	0.3525134881	0.8638920135
532	0.3525133145	0.8638920135
533	0.3523680511	0.8638920135
534	0.352188765	0.8638920135
535	0.352031054	0.8638920135
536	0.3518388177	0.8650168729
537	0.3515517004	0.8650168729
538	0.3515394912	0.8650168729
539	0.3514287048	0.8650168729
540	0.3512838991	0.8661417323
541	0.3511522404	0.8661417323
542	0.3511522402	0.8661417323
543	0.3510636199	0.8661417323
544	0.3509133277	0.8650168729
545	0.3507626545	0.8661417323
546	0.3507405871	0.8661417323
547	0.350562052	0.8661417323
548	0.3503592286	0.8661417323
549	0.3502426122	0.8661417323
550	0.350092226	0.8661417323
551	0.3499916834	0.8650168729
552	0.3499045803	0.8650168729
553	0.3496273876	0.8650168729
554	0.3494004299	0.8650168729
555	0.3490760677	0.8650168729
556	0.3490581628	0.8650168729
557	0.3490164895	0.8650168729
558	0.3489001947	0.8661417323
559	0.3487384739	0.8661417323
560	0.3484675162	0.8661417323
561	0.3484668966	0.8661417323
562	0.3483661994	0.8661417323
563	0.348244688	0.8661417323
564	0.3479396751	0.8661417323
565	0.3478467642	0.8661417323
566	0.3475623084	0.8661417323
567	0.347511316	0.8661417323
568	0.347384294	0.8661417323
569	0.3473459198	0.8661417323
570	0.3471696933	0.8661417323
571	0.3470807298	0.8672665917
572	0.3469308026	0.8683914511
573	0.3468004777	0.8683914511
574	0.3466279761	0.8683914511
575	0.3465017435	0.8683914511
576	0.3463324655	0.8683914511
577	0.3462992962	0.8683914511
578	0.3461214207	0.8683914511
579	0.346036907	0.8683914511
580	0.3459327772	0.8683914511
581	0.3459327768	0.8683914511
582	0.3456482814	0.8683914511
583	0.3456482807	0.8683914511
584	0.3454666022	0.8683914511
585	0.3453317266	0.8695163105
586	0.3452554069	0.8695163105
587	0.3452037362	0.8695163105
588	0.3450644715	0.8695163105
589	0.3450467301	0.8695163105
590	0.3449778077	0.8695163105
591	0.3448884262	0.8695163105
592	0.3447055396	0.8695163105
593	0.3444206998	0.8695163105
594	0.3442880261	0.8706411699
595	0.3442362179	0.8706411699
596	0.3442322805	0.8706411699
597	0.3440085784	0.8706411699
598	0.3438168454	0.8706411699
599	0.3437362924	0.8706411699
600	0.3435722682	0.8706411699
601	0.3435341743	0.8706411699
602	0.3432623431	0.8706411699
603	0.343197168	0.8706411699
604	0.3431854554	0.8706411699
605	0.3430590757	0.8706411699
606	0.3428405137	0.8706411699
607	0.3428238032	0.8706411699
608	0.3426988344	0.8717660292
609	0.3424750627	0.8717660292
610	0.3424729484	0.8717660292
611	0.3424388574	0.8717660292
612	0.3424231542	0.8717660292
613	0.3422410849	0.8717660292
614	0.3420227433	0.8717660292
615	0.3419442587	0.8717660292
616	0.3418620527	0.8717660292
617	0.3417746347	0.8717660292
618	0.341616331	0.8717660292
619	0.34147647	0.8717660292
620	0.3414564235	0.8717660292
621	0.3411865355	0.8706411699
622	0.3411412696	0.8706411699
623	0.3411167985	0.8706411699
624	0.3409170013	0.8717660292
625	0.3408345125	0.8717660292
626	0.3408288289	0.8717660292
627	0.3408280963	0.8717660292
628	0.3407508853	0.8717660292
629	0.3406405504	0.8728908886
630	0.3404452214	0.8728908886
631	0.3403788853	0.8728908886
632	0.3402887764	0.8717660292
633	0.3402356382	0.8717660292
634	0.3402208019	0.8717660292
635	0.3400132372	0.8717660292
636	0.3398439717	0.8717660292
637	0.3397058869	0.8717660292
638	0.3396834311	0.8717660292
639	0.3396706481	0.8717660292
640	0.3393037104	0.8728908886
641	0.3392600028	0.8728908886
642	0.3392600017	0.8728908886
643	0.3391073092	0.8728908886
644	0.3391052603	0.8728908886
645	0.3389629661	0.8728908886
646	0.3387796796	0.8728908886
647	0.3385943123	0.874015748
648	0.338514838	0.874015748
649	0.3384746788	0.874015748
650	0.3383658734	0.8762654668
651	0.3382504687	0.8762654668
652	0.3382011199	0.8762654668
653	0.3380868306	0.8762654668
654	0.3379819177	0.8762654668
655	0.3378934323	0.8762654668
656	0.3374817473	0.8762654668
657	0.3374794193	0.8762654668
658	0.3374695301	0.8762654668
659	0.3372747927	0.8762654668
660	0.3372360761	0.8762654668
661	0.3371549539	0.8773903262
662	0.336873687	0.8762654668
663	0.3366493826	0.8773903262
664	0.3364616172	0.8773903262
665	0.3364422971	0.8773903262
666	0.3363717721	0.8773903262
667	0.3361233412	0.8773903262
668	0.3358433718	0.8773903262
669	0.3356298824	0.8773903262
670	0.3355016876	0.8773903262
671	0.3354008157	0.8773903262
672	0.3353931857	0.8773903262
673	0.3351753658	0.8785151856
674	0.3350342728	0.8773903262
675	0.334931903	0.8773903262
676	0.3348001578	0.8773903262
677	0.33473276	0.8773903262
678	0.3344957884	0.8785151856
679	0.3344446612	0.8785151856
680	0.3343689388	0.8785151856
681	0.3342507333	0.879640045
682	0.3341886389	0.879640045
683	0.3341071711	0.879640045
684	0.3339719085	0.879640045
685	0.3339391461	0.879640045
686	0.3338310781	0.879640045
687	0.3337498165	0.879640045
688	0.333534534	0.879640045
689	0.3335345267	0.879640045
690	0.333425623	0.879640045
691	0.3333713847	0.8807649044
692	0.333341561	0.8807649044
693	0.3332714274	0.8807649044
694	0.333171378	0.8807649044
695	0.3331534043	0.8807649044
696	0.3331187677	0.8807649044
697	0.3330532881	0.8807649044
698	0.3329098314	0.8807649044
699	0.3328461159	0.8807649044
700	0.3328376594	0.8807649044
701	0.3326724756	0.8807649044
702	0.3325264515	0.8807649044
703	0.3324869974	0.8807649044
704	0.3323791723	0.8807649044
705	0.3321849884	0.8818897638
706	0.3320963632	0.8818897638
707	0.3318569785	0.8818897638
708	0.331847246	0.8818897638
709	0.3318345258	0.8818897638
710	0.3317071076	0.8807649044
711	0.3316310879	0.8807649044
712	0.3315945581	0.8807649044
713	0.3314790644	0.8807649044
714	0.3313928543	0.8807649044
715	0.3313476491	0.8807649044
716	0.331199409	0.8807649044
717	0.331090161	0.8807649044
718	0.3310684442	0.8807649044
719	0.3308930061	0.8818897638
720	0.3308159759	0.8818897638
721	0.3307048474	0.8818897638
722	0.3305051859	0.8818897638
723	0.330316785	0.8818897638
724	0.3303167836	0.8818897638
725	0.3300188244	0.8818897638
726	0.3298762541	0.8818897638
727	0.3298502164	0.8818897638
728	0.3297728063	0.8818897638
729	0.3296875929	0.8818897638
730	0.3295820724	0.8818897638
731	0.3295296142	0.8818897638
732	0.3294810066	0.8818897638
733	0.3293094145	0.8818897638
734	0.3292727221	0.8818897638
735	0.3291985337	0.8818897638
736	0.3291667759	0.8818897638
737	0.329020965	0.8818897638
738	0.3289460057	0.8818897638
739	0.3288979713	0.8818897638
740	0.328882559	0.8818897638
741	0.328778311	0.8818897638
742	0.3284576677	0.8818897638
743	0.3284234991	0.8818897638
744	0.3284202168	0.8818897638
745	0.3282993368	0.8818897638
746	0.327992201	0.8818897638
747	0.327895268	0.8818897638
748	0.3277019232	0.8818897638
749	0.3275378906	0.8830146232
750	0.3275378903	0.8830146232
751	0.32720253	0.8830146232
752	0.3269877598	0.8830146232
753	0.326906081	0.8830146232
754	0.3268893435	0.8830146232
755	0.3268046175	0.8830146232
756	0.3267936317	0.8830146232
757	0.3267766232	0.8830146232
758	0.3267553905	0.8830146232
759	0.3266556474	0.8830146232
760	0.326493853	0.8830146232
761	0.3263892869	0.8830146232
762	0.3263013819	0.8830146232
763	0.3259829614	0.8830146232
764	0.3258315455	0.8830146232
765	0.3257775438	0.8830146232
766	0.3255357434	0.8830146232
767	0.3254918942	0.8830146232
768	0.3254118483	0.8830146232
769	0.3252723856	0.8830146232
770	0.3251012241	0.8830146232
771	0.3250516741	0.8830146232
772	0.3247689068	0.8830146232
773	0.3245860097	0.8830146232
774	0.3242761175	0.8830146232
775	0.3241582392	0.8841394826
776	0.3240714166	0.8841394826
777	0.3238982377	0.8841394826
778	0.3237711795	0.8841394826
779	0.3237028894	0.8841394826
780	0.3235791868	0.885264342
781	0.3233316243	0.885264342
782	0.3233083616	0.885264342
783	0.3232875663	0.885264342
784	0.3231738466	0.885264342
785	0.3231336834	0.885264342
786	0.3230761962	0.885264342
787	0.3227643904	0.885264342
788	0.322645286	0.885264342
789	0.3225313448	0.885264342
790	0.3224764927	0.885264342
791	0.3224764849	0.885264342
792	0.3224480203	0.885264342
793	0.3224003919	0.885264342
794	0.3223190213	0.885264342
795	0.3221767132	0.8863892013
796	0.3220090841	0.885264342
797	0.321991545	0.885264342
798	0.3217514015	0.8863892013
799	0.3216607802	0.8863892013
800	0.3215303083	0.8863892013
801	0.3211971774	0.8863892013
802	0.3211495989	0.8863892013
803	0.3210526455	0.8863892013
804	0.3208685905	0.8863892013
805	0.3208457336	0.8863892013
806	0.3206818447	0.8863892013
807	0.3205556829	0.8863892013
808	0.3204671331	0.8863892013
809	0.3203043364	0.8863892013
810	0.3202393876	0.8863892013
811	0.3200936233	0.8863892013
812	0.3200420279	0.8863892013
813	0.3200057705	0.8863892013
814	0.3199137566	0.8863892013
815	0.3198388481	0.8863892013
816	0.3196395047	0.8875140607
817	0.3196262207	0.8875140607
818	0.3195107041	0.8875140607
819	0.3193659003	0.8875140607
820	0.3192722195	0.8875140607
821	0.3191755483	0.8875140607
822	0.3191755341	0.8875140607
823	0.3190927711	0.8875140607
824	0.3189935133	0.8875140607
825	0.3187862689	0.8875140607
826	0.3187208171	0.8875140607
827	0.3186611488	0.8875140607
828	0.3186030175	0.8875140607
829	0.3184003704	0.8875140607
830	0.3183200495	0.8875140607
831	0.3182692963	0.8875140607
832	0.3180793324	0.8875140607
833	0.3179342917	0.8875140607
834	0.3176623062	0.8875140607
835	0.3175269639	0.8875140607
836	0.3174288703	0.8875140607
837	0.317337079	0.8875140607
838	0.3172515719	0.8875140607
839	0.3172348435	0.8875140607
840	0.3171932533	0.8875140607
841	0.3171733405	0.8875140607
842	0.3169756097	0.8875140607
843	0.3169388703	0.8875140607
844	0.3168051436	0.8875140607
845	0.3167482185	0.8875140607
846	0.3165870325	0.8875140607
847	0.3164747475	0.8875140607
848	0.3164085071	0.8875140607
849	0.3163894357	0.8875140607
850	0.3162469384	0.8875140607
851	0.316201474	0.8875140607
852	0.3160603557	0.8875140607
853	0.3159744983	0.8875140607
854	0.3158952021	0.8875140607
855	0.315882615	0.8875140607
856	0.3157517773	0.8875140607
857	0.3157137311	0.8875140607
858	0.3156818221	0.8875140607
859	0.3155322405	0.8875140607
860	0.3154504159	0.8875140607
861	0.3153270655	0.8875140607
862	0.3152814659	0.8875140607
863	0.3151655901	0.8875140607
864	0.3150760509	0.8875140607
865	0.3150319154	0.8875140607
866	0.3149119027	0.8875140607
867	0.3148746517	0.8875140607
868	0.3147423053	0.8875140607
869	0.3146692487	0.8875140607
870	0.3145169936	0.8875140607
871	0.3144050039	0.8886389201
872	0.3143051578	0.8886389201
873	0.3142515093	0.8886389201
874	0.3141794875	0.8886389201
875	0.3141465047	0.8886389201
876	0.3140252049	0.8886389201
877	0.313929893	0.8886389201
878	0.3137910285	0.8886389201
879	0.3137381377	0.8886389201
880	0.313676979	0.8886389201
881	0.3136394014	0.8886389201
882	0.3135772616	0.8886389201
883	0.313504293	0.8886389201
884	0.3134158821	0.8886389201
